featureName,id,class,county,state,latitude,longitude,elev,map,bgnDate,entryDate
Springfield Township Fire Department Station 2,2549063,Building,Lucas,Ohio,413644N,0834543W,646,Whitehouse,,14-MAY-2009
Springfield Township Fire Department Station 2,2549070,Building,Summit,Ohio,410001N,0812646W,1066,Akron East,,14-MAY-2009
Springfield Township Fire Department Station 21,2550616,Building,Mahoning,Ohio,405745N,0803325W,1253,New Middletown,,14-MAY-2009
Springfield Township Fire Department Station 23,2550301,Building,Mahoning,Ohio,405505N,0803624W,1201,New Middletown,,14-MAY-2009
Springfield Township Fire Department Station 3,2549062,Building,Lucas,Ohio,413543N,0834246W,633,Maumee,,14-MAY-2009
Springfield Township Fire Department Station 75,2549230,Building,Hamilton,Ohio,391539N,0843323W,827,Greenhills,,14-MAY-2009
Springfield Township Fire Department Station 79,2549987,Building,Hamilton,Ohio,391356N,0843033W,827,Cincinnati West,,14-MAY-2009
Springfield Township Fire Department Station 80,2549229,Building,Hamilton,Ohio,391435N,0843038W,791,Cincinnati West,,14-MAY-2009
Springfield Township Fire Department Station 81,2550331,Building,Hamilton,Ohio,391216N,0843041W,912,Cincinnati West,,14-MAY-2009
Springfield Township Fire Station,2549080,Building,Mahoning,Ohio,405500N,0803156W,1089,New Middletown,,14-MAY-2009
Springfield Township Fire and Rescue Station 1 Beatty,2550154,Building,Clark,Ohio,395311N,0835020W,1024,Springfield,,14-MAY-2009
Springfield Township Fire and Rescue Station 2 Garden Acres,2550163,Building,Clark,Ohio,395525N,0834436W,1079,New Moorefield,,14-MAY-2009
Springfield Township Fire and Rescue Station 3 Rockway,2549543,Building,Clark,Ohio,395534N,0835239W,1020,Donnelsville,,14-MAY-2009
Springfield Township Hall,1083454,Building,Hamilton,Ohio,391310N,0843108W,840,Cincinnati West,,01-OCT-1992
Springfield Township Office,1051573,Building,Lucas,Ohio,413727N,0834324W,650,Maumee,,01-FEB-1991
Springfield Township Police Department,2732897,Building,Hamilton,Ohio,391404N,0843133W,784,Cincinnati West,,14-MAR-2013
Springfield Township Police Department,2733041,Building,Mahoning,Ohio,405636N,0803511W,1227,New Middletown,,14-MAR-2013
Springfield Township Police Department,2732864,Building,Summit,Ohio,410204N,0812625W,1083,Akron East,,14-MAR-2013
Springfield Township Stryker Village Fire Department,2549364,Building,Williams,Ohio,413019N,0842450W,709,West Unity,,14-MAY-2009
Springfield Township Volunteer Fire Department Station 1,2549639,Building,Ross,Ohio,392103N,0825433W,718,Chillicothe East,,14-MAY-2009
Springfield Township Volunteer Fire Department Station 2,2550620,Building,Ross,Ohio,391835N,0825448W,617,Chillicothe East,,14-MAY-2009
Springfield Township Volunteer Fire Department Station 3,2549086,Building,Ross,Ohio,392302N,0825711W,728,Kingston,,14-MAY-2009
Springfield Water Treatment Plant,1051347,Locale,Clark,Ohio,395824N,0834836W,945,Springfield,,01-FEB-1991
Springfield-Beckley Air Guard Station,2512022,Military,Clark,Ohio,395058N,0835007W,1047,Clifton,,17-NOV-2008
Springfield-Beckley Municipal Airport,1083025,Airport,Clark,Ohio,395035N,0835037W,1047,Clifton,,01-APR-1991
Springfield-Clark County Joint Vocational School,1051346,School,Clark,Ohio,395401N,0834739W,1047,Springfield,,01-FEB-1991
Township of Springfield,1085860,Civil,Clark,Ohio,395243N,0834658W,1037,Springfield,,17-AUG-1992
Township of Springfield,1086145,Civil,Gallia,Ohio,385336N,0821640W,748,Vinton,,17-AUG-1992
Township of Springfield,1086230,Civil,Hamilton,Ohio,391440N,0843129W,784,Cincinnati West,,17-AUG-1992
Township of Springfield,1086385,Civil,Jefferson,Ohio,402908N,0805351W,1220,Amsterdam,,17-AUG-1992
Township of Springfield,1086534,Civil,Lucas,Ohio,413712N,0834355W,650,Maumee,,17-AUG-1992
Township of Springfield,1086571,Civil,Mahoning,Ohio,405636N,0803433W,1214,New Middletown,,17-AUG-1992
Township of Springfield,1086734,Civil,Muskingum,Ohio,395507N,0820408W,886,Zanesville West,,17-AUG-1992
Township of Springfield,1086886,Civil,Richland,Ohio,404607N,0823750W,1355,Crestline,,17-AUG-1992
Township of Springfield,1086904,Civil,Ross,Ohio,392116N,0825455W,814,Chillicothe East,,17-AUG-1992
Township of Springfield,1087017,Civil,Summit,Ohio,410048N,0812612W,1089,Akron East,,17-AUG-1992
Township of Springfield,1087176,Civil,Williams,Ohio,412814N,0842402W,712,Evansport,,17-AUG-1992
WAZU-FM (Springfield),1083879,Tower,Clark,Ohio,395711N,0835207W,1060,Springfield,,01-JUL-1994
WBLY-AM (Springfield),1083750,Tower,Clark,Ohio,395711N,0835207W,1060,Springfield,,01-JUL-1994
WEEC-FM (Springfield),1083878,Tower,Clark,Ohio,395744N,0835149W,1066,Springfield,,01-JUL-1994
WEEC-FM (Springfield),1083880,Tower,Clark,Ohio,395742N,0835205W,1066,Springfield,,01-JUL-1994
WIZE-AM (Springfield),1083749,Tower,Clark,Ohio,395633N,0834715W,968,Springfield,,01-JUL-1994
WTJC-TV (Springfield),1083933,Tower,Clark,Ohio,395433N,0835136W,1017,Springfield,,01-JUL-1994
WUSO-FM (Springfield),1083881,Tower,Clark,Ohio,395609N,0834843W,974,Springfield,,01-JUL-1994
Springfield Church,1098455,Church,Okfuskee,Oklahoma,352239N,0961344W,794,Clearview,,18-DEC-1979
Springfield Church of God,1809591,Church,Oklahoma,Oklahoma,352304N,0973046W,1283,Oklahoma City,,15-MAR-1999
Springfield Post Office (historical),1818730,Post Office,Comanche,Oklahoma,Unknown,Unknown,,Unknown,,26-MAR-1999
Springfield Post Office (historical),1818731,Post Office,Okfuskee,Oklahoma,Unknown,Unknown,,Unknown,,26-MAR-1999
City of Springfield,2411961,Civil,Lane,Oregon,440314N,1225852W,472,Springfield,,11-MAR-2008
Department of Motor Vehicles Springfield,2661351,Building,Lane,Oregon,440250N,1225901W,479,Springfield,,15-FEB-2011
East Springfield (historical),1163898,Locale,Lane,Oregon,440237N,1230046W,466,Eugene East,,01-MAY-1994
Eugene / Springfield Metro Wastewater Treatment Water Pollution Control Facility,2660676,Locale,Lane,Oregon,440543N,1230702W,400,Eugene East,,06-FEB-2011
Eugene-Springfield Division,1938013,Civil,Lane,Oregon,440300N,1230756W,407,Eugene West,,03-OCT-2001
Lane Transit District Springfield Station,2668506,Locale,Lane,Oregon,440244N,1230118W,459,Eugene East,,13-APR-2011
North Springfield,1867475,Populated Place,Lane,Oregon,440429N,1230011W,440,Eugene East,,15-MAY-2000
Old Springfield IOOF Cemetery,1129649,Cemetery,Lane,Oregon,440238N,1230117W,489,Eugene East,,22-MAY-1986
Oregon State Police Department Springfield,2737835,Building,Lane,Oregon,440510N,1230236W,436,Eugene East,,14-SEP-2013
Springfield,1127456,Populated Place,Lane,Oregon,440246N,1230119W,459,Eugene East,,28-NOV-1980
Springfield Airport (historical),1131721,Airport,Lane,Oregon,440329N,1225934W,466,Springfield,,22-MAY-1986
Springfield City Hall,1166917,Building,Lane,Oregon,440249N,1230105W,459,Eugene East,,01-MAY-1994
Springfield Country Club,1638938,Locale,Lane,Oregon,440724N,1225504W,476,Springfield,,01-MAR-1994
Springfield Fire Department Station 14,2576742,Building,Lane,Oregon,440243N,1225702W,495,Springfield,,11-MAY-2010
Springfield Fire Department Station 16,2576975,Building,Lane,Oregon,440243N,1225418W,528,Springfield,,11-MAY-2010
Springfield Fire Department Station 3,2576599,Building,Lane,Oregon,440323N,1225910W,476,Springfield,,11-MAY-2010
Springfield Fire Department Station 4,2576474,Building,Lane,Oregon,440332N,1230108W,449,Eugene East,,11-MAY-2010
Springfield Fire Department Station 5,2576537,Building,Lane,Oregon,440422N,1230158W,443,Eugene East,,11-MAY-2010
Springfield High School,2462896,School,Lane,Oregon,440313N,1230057W,459,Eugene East,,14-AUG-2008
Springfield IOOF Cemetery,1163906,Cemetery,Lane,Oregon,440238N,1230119W,479,Eugene East,,01-MAY-1994
Springfield Junction,1127457,Locale,Lane,Oregon,440214N,1230219W,469,Eugene East,,28-NOV-1980
Springfield Library,2661174,Building,Lane,Oregon,440250N,1230107W,459,Eugene East,,15-FEB-2011
Springfield Memorial Cemetery,1127458,Cemetery,Lane,Oregon,440242N,1225342W,584,Springfield,,28-NOV-1980
Springfield Middle School,2747956,School,Lane,Oregon,440310N,1230039W,463,Eugene East,,18-JUN-2013
Springfield Middle School (historical),2462895,School,Lane,Oregon,440310N,1230039W,459,Eugene East,,14-AUG-2008
Springfield Municipal Court,2661610,Building,Lane,Oregon,440252N,1230116W,459,Eugene East,,15-FEB-2011
Springfield Museum,2661364,Building,Lane,Oregon,440247N,1230106W,459,Eugene East,,15-FEB-2011
Springfield Police Department,2737815,Building,Lane,Oregon,440252N,1230116W,459,Eugene East,,14-SEP-2013
Springfield Post Office,1164700,Post Office,Lane,Oregon,440250N,1230057W,463,Eugene East,,01-AUG-1994
Springfield Public Works Shop,2661345,Building,Lane,Oregon,440238N,1225955W,472,Springfield,,15-FEB-2011
Springfield Regional Sports Center,2661628,Locale,Lane,Oregon,440239N,1225859W,479,Springfield,,15-FEB-2011
Springfield Utility Board Wellfield,2660825,Locale,Lane,Oregon,440536N,1230237W,430,Eugene East,,06-FEB-2011
Springfield Utility Board Willamette Wellfield,2660826,Locale,Lane,Oregon,440151N,1225907W,472,Springfield,,06-FEB-2011
Big Spring,1169587,Populated Place,Cumberland,Pennsylvania,400747N,0772419W,571,Newville,,02-AUG-1979
Cornell,1197613,Populated Place,Bucks,Pennsylvania,401128N,0750156W,233,Hatboro,,30-AUG-1990
East Springfield,1173878,Populated Place,Erie,Pennsylvania,415754N,0802426W,748,East Springfield,,02-AUG-1979
East Springfield Post Office,2779990,Post Office,Erie,Pennsylvania,415756N,0802421W,755,East Springfield,,29-APR-2016
East Springfield Station,1198171,Locale,Erie,Pennsylvania,415849N,0802430W,722,East Springfield,,30-AUG-1990
Elverson,1174190,Populated Place,Chester,Pennsylvania,400924N,0754958W,676,Elverson,,02-AUG-1979
Normalville,1182503,Populated Place,Fayette,Pennsylvania,395955N,0792653W,1676,Mill Run,,02-AUG-1979
North Springfield,1182638,Populated Place,Erie,Pennsylvania,415940N,0802530W,659,East Springfield,,02-AUG-1979
Royer,1185591,Populated Place,Blair,Pennsylvania,402519N,0781624W,1073,Frankstown,,02-AUG-1979
Springfield,1207553,Locale,Bucks,Pennsylvania,403145N,0751747W,456,Hellertown,,01-FEB-1990
Springfield,1204706,Populated Place,Bradford,Pennsylvania,415057N,0764445W,1417,East Troy,,02-AUG-1979
Springfield,1188289,Populated Place,Delaware,Pennsylvania,395550N,0751913W,249,Lansdowne,,02-AUG-1979
Springfield Ambulance,2350645,Building,Montgomery,Pennsylvania,400558N,0751141W,272,Germantown,,23-AUG-2007
Springfield Ambulance Corps,2722322,Building,Delaware,Pennsylvania,395537N,0752002W,226,Lansdowne,,20-JAN-2013
Springfield Baptist Church,2548779,Church,Delaware,Pennsylvania,395611N,0751912W,246,Lansdowne,,16-APR-2009
Springfield Bridge (historical),1201265,Bridge,Blair,Pennsylvania,402755N,0781427W,925,Williamsburg,,01-JUL-1989
Springfield Cemetery,1188290,Cemetery,Delaware,Pennsylvania,395619N,0752142W,184,Lansdowne,,02-AUG-1979
Springfield Cemetery,1188292,Cemetery,Erie,Pennsylvania,415722N,0802719W,712,East Springfield,,02-AUG-1979
Springfield Census Designated Place,2390340,Census,Delaware,Pennsylvania,395540N,0752010W,243,Lansdowne,,19-FEB-2008
Springfield Church,1188293,Church,Bucks,Pennsylvania,403105N,0752045W,768,Hellertown,,02-AUG-1979
Springfield Church of The Brethren,2776674,Cemetery,Bucks,Pennsylvania,403103N,0752045W,751,Hellertown,,05-APR-2016
Springfield Country Club,1213367,Locale,Delaware,Pennsylvania,395535N,0752103W,282,Lansdowne,,02-AUG-1979
Springfield Elementary School,1211445,School,Erie,Pennsylvania,415750N,0802414W,751,East Springfield,,30-AUG-1990
Springfield Falls,1201445,Falls,Mercer,Pennsylvania,410832N,0801304W,1165,Mercer,,01-AUG-1989
Springfield Falls,1188295,Populated Place,Mercer,Pennsylvania,410838N,0801317W,1201,Mercer,,02-AUG-1979
Springfield Fire Company Station 44,2350647,Building,Delaware,Pennsylvania,395535N,0751957W,223,Lansdowne,,23-AUG-2007
Springfield Free Library,2350648,Building,Montgomery,Pennsylvania,400558N,0751145W,256,Germantown,,23-AUG-2007
Springfield High School,1211410,School,Delaware,Pennsylvania,395539N,0752019W,243,Lansdowne,,30-AUG-1990
Springfield High School,1188296,School,Montgomery,Pennsylvania,400612N,0751147W,246,Germantown,,02-AUG-1979
Springfield Hospital,1214105,Hospital,Delaware,Pennsylvania,395521N,0752100W,210,Lansdowne,,30-AUG-1990
Springfield Junction,1188297,Populated Place,Blair,Pennsylvania,402828N,0781342W,863,Williamsburg,,02-AUG-1979
Springfield Lake,1198162,Reservoir,Bucks,Pennsylvania,401102N,0745954W,131,Langhorne,,02-AUG-1979
Springfield Library,2350650,Building,Delaware,Pennsylvania,395550N,0751949W,200,Lansdowne,,23-AUG-2007
Springfield Mall Shopping Center,2350651,Locale,Delaware,Pennsylvania,395454N,0752109W,190,Lansdowne,,23-AUG-2007
Springfield Mall Station,2350652,Locale,Delaware,Pennsylvania,395504N,0752058W,121,Lansdowne,,23-AUG-2007
Springfield Memorial Park,1188298,Park,Delaware,Pennsylvania,395614N,0752009W,236,Lansdowne,,02-AUG-1979
Springfield Mennonite Meetinghouse and Cemetery,2776675,Cemetery,Bucks,Pennsylvania,403120N,0751819W,545,Hellertown,,05-APR-2016
Springfield Park Shopping Center,2350653,Locale,Delaware,Pennsylvania,395453N,0752006W,167,Lansdowne,,23-AUG-2007
Springfield Pike Quarry,2703882,Mine,Fayette,Pennsylvania,400044N,0793219W,1785,Connellsville,,07-DEC-2011
Springfield Post Office,2779592,Post Office,Delaware,Pennsylvania,395452N,0752047W,217,Lansdowne,,29-APR-2016
Springfield Road Station,2350655,Locale,Delaware,Pennsylvania,395538N,0751735W,131,Lansdowne,,23-AUG-2007
Springfield School,1196051,School,Bucks,Pennsylvania,403145N,0751749W,449,Hellertown,,30-AUG-1990
Springfield School,1188299,School,Montgomery,Pennsylvania,400654N,0751124W,203,Germantown,,02-AUG-1979
Springfield Township Building,2350657,Building,Delaware,Pennsylvania,395553N,0751944W,210,Lansdowne,,23-AUG-2007
Springfield Township Elementary School,1210865,School,Bucks,Pennsylvania,403121N,0751735W,466,Hellertown,,30-AUG-1990
Springfield Township Elementary School-Enfield,2350658,School,Montgomery,Pennsylvania,400621N,0751122W,223,Germantown,,23-AUG-2007
Springfield Township Police Department,2350660,Building,Delaware,Pennsylvania,395551N,0751943W,203,Lansdowne,,23-AUG-2007
Springfield Township Police Department,2777051,Building,Delaware,Pennsylvania,395554N,0751942W,210,Lansdowne,,15-APR-2016
Springfield Township Police Department,2777209,Building,Montgomery,Pennsylvania,400556N,0751146W,259,Germantown,,15-APR-2016
Springfield Township Police Station,2350661,Building,Montgomery,Pennsylvania,400553N,0751152W,246,Germantown,,23-AUG-2007
Springfield Township School Number 1,1189701,School,York,Pennsylvania,395235N,0764236W,673,York,,02-AUG-1979
Springfield Township Volunteer Fire Department Station 77,2645790,Building,Mercer,Pennsylvania,410834N,0801041W,1398,Mercer,,01-JAN-2011
Springfield Township Volunteer Hose Company Station 35,2645765,Building,Fayette,Pennsylvania,395715N,0792717W,1375,Mill Run,,01-JAN-2011
Springfield Volunteer Fire Department Station 64,2645369,Building,Erie,Pennsylvania,415754N,0802423W,751,East Springfield,,01-JAN-2011
Township of Springfield,1215994,Civil,Bradford,Pennsylvania,415113N,0764356W,1352,East Troy,,01-DEC-1989
Township of Springfield,1216031,Civil,Bucks,Pennsylvania,403130N,0751759W,495,Hellertown,,01-DEC-1989
Township of Springfield,1216391,Civil,Delaware,Pennsylvania,395541N,0752010W,243,Lansdowne,,01-DEC-1989
Township of Springfield,1216422,Civil,Erie,Pennsylvania,415734N,0802700W,709,East Springfield,,01-DEC-1989
Township of Springfield,1216445,Civil,Fayette,Pennsylvania,395846N,0792620W,1339,Mill Run,,01-DEC-1989
Township of Springfield,1216521,Civil,Huntingdon,Pennsylvania,400852N,0775652W,758,Orbisonia,,01-DEC-1989
Township of Springfield,1216820,Civil,Mercer,Pennsylvania,410854N,0801154W,1329,Mercer,,01-DEC-1989
Township of Springfield,1216872,Civil,Montgomery,Pennsylvania,400554N,0751207W,210,Germantown,,01-DEC-1989
Township of Springfield,1217307,Civil,York,Pennsylvania,394936N,0764235W,922,Glen Rock,,01-JAN-1990
Trinity Evangelical Lutheran Church,1188294,Church,Bucks,Pennsylvania,403146N,0751744W,459,Hellertown,,02-AUG-1979
Warwick Bible Church Cemetery,1188291,Cemetery,Chester,Pennsylvania,400920N,0755000W,705,Elverson,,02-AUG-1979
West Springfield,1191115,Populated Place,Erie,Pennsylvania,415645N,0802827W,715,East Springfield,,02-AUG-1979
West Springfield Post Office,2779643,Post Office,Erie,Pennsylvania,415647N,0802826W,715,East Springfield,,29-APR-2016
West Springfield Station,1196824,Locale,Erie,Pennsylvania,415620N,0802730W,771,East Springfield,,30-AUG-1990
Springfield Middle School,2475816,School,Providence,Rhode Island,414907N,0712755W,82,Providence,,16-JUL-2008
Springfield,1237399,Populated Place,Beaufort,South Carolina,322846N,0803749W,26,Beaufort,,01-JAN-1994
Springfield,1253262,Populated Place,Charleston,South Carolina,325013N,0800316W,13,Johns Island,,01-JUL-1995
Springfield,1226837,Populated Place,Orangeburg,South Carolina,332949N,0811645W,299,Springfield,,13-JUL-1980
Springfield Baptist Church,1251013,Church,Abbeville,South Carolina,340659N,0823548W,591,Calhoun Falls,,13-JUL-1980
Springfield Baptist Church,1251015,Church,Abbeville,South Carolina,341953N,0822804W,686,Due West,,13-JUL-1980
Springfield Baptist Church,1251009,Church,Barnwell,South Carolina,331708N,0812350W,269,Long Branch,,13-JUL-1980
Springfield Baptist Church,1245605,Church,Greenville,South Carolina,345051N,0822337W,958,Greenville,,01-JAN-1995
Springfield Baptist Church,1234978,Church,Laurens,South Carolina,342922N,0820044W,643,Laurens South,,01-JUL-1993
Springfield Baptist Church,1226843,Church,Orangeburg,South Carolina,332530N,0802256W,125,Vance,,13-JUL-1980
Springfield Cemetery,1226839,Cemetery,Horry,South Carolina,340311N,0784857W,98,Goretown,,13-JUL-1980
Springfield Cemetery,1234979,Cemetery,Laurens,South Carolina,343219N,0814614W,561,Philson Crossroads,,01-JUL-1993
Springfield Cemetery,1226838,Cemetery,Orangeburg,South Carolina,332921N,0811554W,276,Springfield,,13-JUL-1980
Springfield Cemetery,1242860,Cemetery,Orangeburg,South Carolina,332529N,0802255W,125,Vance,,01-MAY-1994
Springfield Church,1226840,Church,Allendale,South Carolina,324631N,0812209W,75,Solomons Crossroads,,13-JUL-1980
Springfield Church,1226842,Church,Bamberg,South Carolina,331714N,0811052W,194,Denmark,,13-JUL-1980
Springfield Church,1226841,Church,Charleston,South Carolina,325018N,0800304W,13,Johns Island,,13-JUL-1980
Springfield Church,1230360,Church,Edgefield,South Carolina,335627N,0820255W,466,Limestone,,13-JUL-1980
Springfield Church,1251014,Church,Greenwood,South Carolina,341335N,0820714W,574,Ninety Six,,13-JUL-1980
Springfield Church,1251012,Church,Horry,South Carolina,340128N,0784804W,72,Goretown,,13-JUL-1980
Springfield Church,1230361,Church,Laurens,South Carolina,343220N,0814613W,568,Philson Crossroads,,13-JUL-1980
Springfield Church,1230359,Church,McCormick,South Carolina,335154N,0822019W,407,Plum Branch,,13-JUL-1980
Springfield Church,1251011,Church,McCormick,South Carolina,335658N,0822631W,417,Willington,,13-JUL-1980
Springfield Church (historical),1233502,Church,Anderson,South Carolina,342701N,0824853W,686,Hartwell NE,,01-MAY-1993
Springfield Creek,1226844,Stream,Georgetown,South Carolina,333151N,0790619W,3,Brookgreen,,13-JUL-1980
Springfield Division,1938428,Civil,Orangeburg,South Carolina,333212N,0811442W,289,Harleys Millpond,,03-OCT-2001
Springfield Elementary School,1253263,School,Charleston,South Carolina,325011N,0800332W,13,Johns Island,,01-JUL-1995
Springfield Elementary School,1242861,School,Orangeburg,South Carolina,332942N,0811628W,305,Springfield,,01-MAY-1994
Springfield Fire Department,2578206,Building,Orangeburg,South Carolina,332951N,0811629W,302,Springfield,,10-MAY-2010
Springfield Island,1226845,Island,Georgetown,South Carolina,333139N,0790549W,7,Brookgreen,,13-JUL-1980
Springfield Memorial Baptist Church,1251010,Church,Aiken,South Carolina,334052N,0814833W,515,Trenton,,13-JUL-1980
Springfield PArk,1232102,Park,Greenville,South Carolina,344704N,0821814W,883,Mauldin,,01-APR-1993
Springfield Plantation (historical),1232481,Locale,Georgetown,South Carolina,333139N,0790549W,7,Brookgreen,,01-MAY-1993
Springfield Post Office,2489893,Post Office,Orangeburg,South Carolina,332948N,0811648W,295,Springfield,,10-OCT-2008
Springfield Rosenwall School,1226846,School,Orangeburg,South Carolina,333036N,0811756W,312,Salley,,13-JUL-1980
Springfield School (historical),1233503,School,Anderson,South Carolina,342717N,0824808W,764,Hartwell NE,,01-MAY-1993
Springfield School (historical),1228995,School,Edgefield,South Carolina,335626N,0820255W,469,Limestone,,01-JAN-1993
Springfield School (historical),1234227,School,Greenwood,South Carolina,341335N,0820715W,581,Ninety Six,,01-MAY-1993
Springfield School (historical),1229276,School,McCormick,South Carolina,335154N,0822021W,407,Plum Branch,,01-JAN-1993
Town of Springfield,2407388,Civil,Orangeburg,South Carolina,332948N,0811646W,299,Springfield,,10-MAR-2008
City of Springfield,1267590,Civil,Bon Homme,South Dakota,425144N,0975347W,1289,Springfield,,01-SEP-1995
KSTI-FM (Springfield),1259284,Tower,Bon Homme,South Dakota,425100N,0975401W,1296,Springfield,,23-SEP-1986
Springfield,1258297,Populated Place,Bon Homme,South Dakota,425115N,0975350W,1299,Springfield,,13-FEB-1980
Springfield Ambulance Service,2781025,Building,Bon Homme,South Dakota,425118N,0975346W,1293,Springfield,,21-JUN-2016
Springfield Cemetery,1258298,Cemetery,Bon Homme,South Dakota,425224N,0975449W,1365,Springfield,,13-FEB-1980
Springfield City Hall,2725280,Building,Bon Homme,South Dakota,425114N,0975335W,1286,Springfield,,07-JUN-2012
Springfield College Museum,2729340,Building,Bon Homme,South Dakota,425115N,0975341W,1289,Springfield,,03-OCT-2012
Springfield Elementary School,2728425,School,Bon Homme,South Dakota,425126N,0975330W,1276,Springfield,,31-AUG-2012
Springfield Fire Department,2580721,Building,Bon Homme,South Dakota,425118N,0975348W,1296,Springfield,,16-JUN-2010
Springfield Historical Society Museum,2729341,Building,Bon Homme,South Dakota,425114N,0975341W,1289,Springfield,,03-OCT-2012
Springfield Municipal Airport,1259299,Airport,Bon Homme,South Dakota,425240N,0975401W,1309,Kingsburg,,23-SEP-1986
Springfield Police Department,2755615,Building,Bon Homme,South Dakota,425118N,0975346W,1293,Springfield,,09-AUG-2014
Springfield Post Office,2711901,Post Office,Bon Homme,South Dakota,425115N,0975346W,1296,Springfield,,28-MAR-2012
Springfield Recreation Area,1258299,Park,Bon Homme,South Dakota,425136N,0975251W,1263,Springfield,,13-FEB-1980
Township of Springfield,1269081,Civil,Bon Homme,South Dakota,425222N,0975517W,1384,Springfield,,23-SEP-1986
Township of Springfield (historical),1269067,Civil,Bon Homme,South Dakota,425340N,0975516W,1368,Kingsburg,,23-SEP-1986
University of South Dakota at Springfield (historical),1258715,School,Bon Homme,South Dakota,425137N,0975358W,1319,Springfield,,13-FEB-1980
City of Springfield,2405511,Civil,Robertson,Tennessee,362940N,0865214W,709,Greenbrier,,10-MAR-2008
North Springfield Baptist Church,1644370,Church,Robertson,Tennessee,363102N,0865313W,577,Springfield North,,01-AUG-1989
Springfield,1308023,Populated Place,Blount,Tennessee,354616N,0835610W,1040,Maryville,,01-MAY-1989
Springfield,1271139,Populated Place,Robertson,Tennessee,363033N,0865306W,666,Springfield North,,19-MAY-1980
Springfield Acres,1640555,Populated Place,Sullivan,Tennessee,363122N,0821229W,1572,Bristol,,01-AUG-1991
Springfield Baptist Church,1647988,Church,Hardeman,Tennessee,351511N,0885951W,459,Bolivar East,,01-NOV-1994
Springfield Baptist Church,1644435,Church,Robertson,Tennessee,363039N,0865304W,633,Springfield North,,01-AUG-1989
Springfield Branch,1271140,Stream,Blount,Tennessee,354737N,0835733W,833,Maryville,,19-MAY-1980
Springfield Cemetery,1271143,Cemetery,Anderson,Tennessee,360457N,0840523W,942,Powell,,19-MAY-1980
Springfield Cemetery,1271141,Cemetery,Hamilton,Tennessee,351404N,0851213W,735,Daisy,,19-MAY-1980
Springfield Cemetery,1271142,Cemetery,Madison,Tennessee,353441N,0890104W,423,Denmark,,19-MAY-1980
Springfield City Hall,1316512,Building,Robertson,Tennessee,363035N,0865309W,659,Springfield North,,01-AUG-1989
Springfield Country Club,1316513,Locale,Robertson,Tennessee,362905N,0865231W,705,Springfield South,,01-AUG-1989
Springfield Fire Department David N Greer Fire Station 2,2653851,Building,Robertson,Tennessee,362922N,0865127W,705,Greenbrier,,11-JAN-2011
Springfield Fire Department Main Fire Station 1,2653705,Building,Robertson,Tennessee,363005N,0865304W,689,Springfield North,,11-JAN-2011
Springfield High School,1316514,School,Robertson,Tennessee,363033N,0865116W,666,Youngville,,01-AUG-1989
Springfield Memorial Gardens,1271144,Cemetery,Robertson,Tennessee,362830N,0865107W,735,Greenbrier,,19-MAY-1980
Springfield Middle School,1316515,School,Robertson,Tennessee,363038N,0865337W,630,Springfield North,,01-AUG-1989
Springfield Police Department,2765923,Building,Robertson,Tennessee,363021N,0865302W,636,Springfield North,,09-MAR-2015
Springfield Pond,1271145,Lake,Hamilton,Tennessee,351335N,0851230W,679,Daisy,,19-MAY-1980
Springfield Post Office,1650490,Post Office,Robertson,Tennessee,363024N,0865302W,656,Springfield North,,01-AUG-1989
Springfield Robertson County Airport,1301435,Airport,Robertson,Tennessee,363218N,0865505W,705,Springfield North,,01-AUG-1991
Springfield School,1271146,School,Haywood,Tennessee,353625N,0891117W,371,Sunnyhill,,19-MAY-1980
Springfield Special School,1316516,School,Robertson,Tennessee,362956N,0865332W,689,Springfield South,,01-AUG-1989
Springfield-Greenbrier Division (historical),1648931,Census,Robertson,Tennessee,362810N,0865037W,741,Greenbrier,,01-AUG-1991
WDBL-AM (Springfield),1639993,Tower,Robertson,Tennessee,362943N,0865426W,692,Springfield South,,01-AUG-1991
WDBL-FM (Springfield),1640134,Tower,Robertson,Tennessee,362943N,0865426W,692,Springfield South,,01-AUG-1991
WSGI-AM (Springfield),1639996,Tower,Robertson,Tennessee,363100N,0865330W,535,Springfield North,,01-AUG-1991
Fort Parker State Park Lake,1856317,Lake,Limestone,Texas,313522N,0963138W,420,Groesbeck,,10-APR-2000
Fort Parker State Park Lake Dam,1856316,Dam,Limestone,Texas,313519N,0963137W,413,Groesbeck,,10-APR-2000
Lakes of Springfield Presbyterian Church,2018499,Church,Dallas,Texas,325525N,0963450W,515,Rowlett,,04-DEC-2003
Springfield,1380593,Populated Place,Anderson,Texas,315913N,0954819W,390,Blackfoot,,30-NOV-1979
Springfield,2034931,Populated Place,Jim Wells,Texas,274507N,0981140W,279,San Diego,,20-FEB-2004
Springfield,1380592,Populated Place,Limestone,Texas,313935N,0962858W,479,Mexia,,30-NOV-1979
Springfield Cemetery,1369037,Cemetery,Limestone,Texas,313534N,0963148W,446,Groesbeck,,30-NOV-1979
Springfield Church,1369038,Church,Milam,Texas,304020N,0970819W,390,San Gabriel,,30-NOV-1979
Springfield Church,1347757,Church,Montgomery,Texas,300803N,0953840W,167,Magnolia East,,30-NOV-1979
Springfield Church,1347758,Church,Rusk,Texas,321322N,0943632W,361,Fair Play,,30-NOV-1979
Springfield Lake,1369039,Reservoir,Limestone,Texas,313518N,0963141W,407,Groesbeck,,30-NOV-1979
